year,title,rating,Execution time
1956,The Ten Commandments,3.6,
1956,War and Peace,3.5,
1956,La mort en ce jardin,3.4,
1956,Et Dieu... créa la femme,3,
1956,Et Dieu... créa la femme,3,
1956,Bus Stop,0,
1956,Love Me Tender,0,
1956,The Mole People,0,
1956,The Rack,0,
1956,It Conquered the World,0,
1956,Jubal,0,
1956,Earth vs. the Flying Saucers,0,
1956,The Great Locomotive Chase,0,
1956,The Man in the Gray Flannel Suit,0,
1956,The Solid Gold Cadillac,0,
1956,A Kiss Before Dying,0,
1956,Friendly Persuasion,0,
1956,The Bad Seed,0,
1956,Helen of Troy,0,
1956,Notre-Dame de Paris,0,
1956,X: The Unknown,0,
1956,While the City Sleeps,0,
1956,The Benny Goodman Story,0,
1956,The Man Who Knew Too Much,0,
1956,The Harder They Fall,0,
1956,Lust for Life,0,
1956,The Man Who Knew Too Much,0,
1956,Indestructible Man,0,
1956,Miyamoto Musashi kanketsuhen: kettô Ganryûjima,0,
1956,A Kiss Before Dying,0,
1956,The Eddy Duchin Story,0,
1957,The Real McCoys,NULL,
1957,Le notti di Cabiria,4.4,
1957,Smultronstället,4.4,
1957,Det sjunde inseglet,4.3,
1957,Kumonosu-jô,4.3,
1957,A Face in the Crowd,4.2,
1957,Letyat zhuravli,4.2,
1957,12 Angry Men,4.1,
1957,Sweet Smell of Success,4.1,
1957,12 Angry Men,4.1,
1957,An Affair to Remember,4,
1957,The Bridge on the River Kwai,3.9,
1957,Desk Set,3.9,
1957,Donzoko,3.9,
1957,Love in the Afternoon,3.8,
1957,The Three Faces of Eve,3.7,
1957,The Incredible Shrinking Man,3.7,
1957,Funny Face,3.7,
1957,Old Yeller,3.3,
1957,The Pride and the Passion,3,
1957,Battle Hymn,2.9,
1957,Not of This Earth,0,
1957,Kuroi kawa,0,
1957,20 Million Miles to Earth,0,
1957,Silk Stockings,0,
1957,The James Dean Story,0,
1957,Gunfight at the O.K. Corral,0,
1957,Kronos,0,
1957,Les Girls,0,
1957,Night of the Demon,0,
1957,Paths of Glory,0,
1957,Beginning of the End,0,
1957,Pal Joey,0,
1957,Fear Strikes Out,0,
1957,Kiss Them for Me,0,
1957,Kanal,0,
1957,Peyton Place,0,
1957,The Pajama Game,0,
1957,Attack of the Crab Monsters,0,
1957,The Delicate Delinquent,0,
1957,The Curse of Frankenstein,0,
1957,The Prince and the Showgirl,0,
1957,The Unearthly,0,
1957,20 Million Miles to Earth,0,
1957,The Abominable Snowman,0,
1957,Quatermass 2,0,
1957,The Deadly Mantis,0,
1957,Designing Woman,0,
1957,Kronos,0,
1957,The River's Edge,0,
1957,The Tin Star,0,
1957,Sayonara,0,
1957,The Enemy Below,0,
1957,Chikyû Bôeigun,0,
1957,"Heaven Knows, Mr. Allison",0,
1958,Jalsaghar,4.4,
1958,Ascenseur pour l'échafaud,4.2,
1958,Mon oncle,4.2,
1958,Kakushi-toride no san-akunin,4.1,
1958,Kakushi-toride no san-akunin,4.1,
1958,Vertigo,4.1,
1958,Ansiktet,3.9,
1958,Cat on a Hot Tin Roof,3.9,
1958,"The Long, Hot Summer",3.8,
1958,The Defiant Ones,3.7,
1958,Gigi,3.7,
1958,Bonjour tristesse,3.6,
1958,Dracula,3.6,
1958,The Black Orchid,3.6,
1958,The 7th Voyage of Sinbad,3.5,
1958,The Left Handed Gun,3.4,
1958,High School Confidential!,3.3,
1958,Plan 9 from Outer Space,2.8,
1958,Ivan Groznyy: Skaz vmroy - Boyarskyy zagovor,2.4,
1958,Auntie Mame,0,
1958,Touch of Evil,0,
1958,I Bury the Living,0,
1958,The Young Lions,0,
1958,I Married a Monster from Outer Space,0,
1958,Les amants,0,
1958,Man of the West,0,
1958,The Inn of the Sixth Happiness,0,
1958,The Revenge of Frankenstein,0,
1958,Attack of the Puppet People,0,
1958,A Tale of Two Cities,0,
1958,The Big Country,0,
1958,A Tale of Two Cities,0,
1958,The Reluctant Debutante,0,
1958,Terror in a Texas Town,0,
1958,Run Silent Run Deep,0,
1958,The Horse's Mouth,0,
1958,King Creole,0,
1958,The Old Man and the Sea,0,
1958,I Want to Live!,0,
1958,Popiól i diament,0,
1958,Damn Yankees!,0,
1958,Houseboat,0,
1958,I soliti ignoti,0,
1958,South Pacific,0,
1958,The Lone Ranger and the Lost City of Gold,0,
1958,Ice-Cold in Alex,0,
1958,Bell Book and Candle,0,
1958,Indiscreet,0,
1958,A Night to Remember,0,
1958,Marjorie Morningstar,0,
1958,Separate Tables,0,
1958,The Trollenberg Terror,0,
1959,Apur Sansar,4.4,
1959,Les quatre cents coups,4.4,
1959,Ningen no jôken,4.4,
1959,Ukigusa,4.2,
1959,Hiroshima mon amour,4.2,
1959,Ballada o soldate,4.2,
1959,North by Northwest,4.2,
1959,Imitation of Life,4.2,
1959,Nobi,4.2,
1959,Some Like It Hot,4.1,
1959,Nazarín,4.1,
1959,Pickpocket,4.1,
1959,Some Like It Hot,4.1,
1959,Ohayô,4,
1959,Anatomy of a Murder,4,
1959,Orfeu Negro,4,
1959,Rio Bravo,4,
1959,Pillow Talk,3.8,
1959,Ben-Hur,3.7,
1959,Ben-Hur,3.7,
1959,The Diary of Anne Frank,3.5,
1959,Darby O'Gill and the Little People,3.5,
1959,Sleeping Beauty,3.4,
1959,House on Haunted Hill,3.4,
1959,Odds Against Tomorrow,0,
1959,Gidget,0,
1959,Pork Chop Hill,0,
1959,A Bucket of Blood,0,
1959,The Battle of the Sexes,0,
1959,Ningen no jôken,0,
1959,The Tingler,0,
1959,The Wasp Woman,0,
1959,Attack of the Giant Leeches,0,
1959,The Hound of the Baskervilles,0,
1959,The Hound of the Baskervilles,0,
1959,I'm All Right Jack,0,
1959,Teenagers from Outer Space,0,
1959,It Happened to Jane,0,
1959,The Mouse That Roared,0,
1959,Our Man in Havana,0,
1959,"Suddenly, Last Summer",0,
1959,Return of the Fly,0,
1959,The Giant Gila Monster,0,
1959,A Summer Place,0,
1959,The Hound of the Baskervilles,0,
1959,The Killer Shrews,0,
1959,Last Train from Gun Hill,0,
1959,Look Back in Anger,0,
1959,Room at the Top,0,
1959,The Angry Red Planet,0,
1959,The Best of Everything,0,
1959,Pull My Daisy,0,
1959,The Horse Soldiers,0,
1959,Operation Petticoat,0,
1959,No Name on the Bullet,0,
1959,The Alligator People,0,
1959,A Hole in the Head,0,
1960,Rocco e i suoi fratelli,4.2,
1960,À bout de souffle,4.2,
1960,Jungfrukällan,4.2,
1960,L'avventura,4.2,
1960,À bout de souffle,4.2,
1960,The Apartment,4.1,
1960,Warui yatsu hodo yoku nemuru,4.1,
1960,Plein soleil,4,
1960,Peeping Tom,4,
1960,Les yeux sans visage,4,
1960,Inherit the Wind,4,
1960,Psycho,3.9,
1960,Psycho,3.9,
1960,La maschera del demonio,3.8,
1960,Elmer Gantry,3.8,
1960,Spartacus,3.7,
1960,Exodus,3.6,
1960,From the Terrace,3.6,
1960,House of Usher,3.5,
1960,Swiss Family Robinson,3.3,
1960,Pollyanna,3.3,
1960,Cinderfella,0,
1960,The Bellboy,0,
1960,The Bellboy,0,
1960,The Fugitive Kind,0,
1960,"Le testament d'Orphée, ou ne me demandez pas pourquoi!",0,
1960,The Little Shop of Horrors,0,
1960,The Little Shop of Horrors,0,
1960,The City of the Dead,0,
1960,1-2-3-4 ou Les Collants noirs,0,
1960,G.I. Blues,0,
1960,La ciociara,0,
1960,Ein Toter hing im Netz,0,
1960,The Magnificent Seven,0,
1960,The Entertainer,0,
1960,The Grass Is Greener,0,
1960,Saturday Night and Sunday Morning,0,
1960,Let's Make Love,0,
1960,Flaming Star,0,
1960,Bells Are Ringing,0,
1960,Strangers When We Meet,0,
1960,North to Alaska,0,
1960,Sink the Bismarck!,0,
1960,Pote tin Kyriaki,0,
1960,Tunes of Glory,0,
1960,The Amazing Transparent Man,0,
1960,The Grass Is Greener,0,
1960,Tirez sur le pianiste,0,
1960,Where the Boys Are,0,
1960,Onna ga kaidan wo agaru toki,0,
1960,La dolce vita,0,
1960,Zazie dans le métro,0,
1960,Die 1000 Augen des Dr. Mabuse,0,
1960,Please Don't Eat the Daisies,0,
1960,BUtterfield 8,0,
1960,The World of Suzie Wong,0,
1960,The Wackiest Ship in the Army,0,
1961,Yôjinbô,4.4,
1961,L'année dernière à Marienbad,4.2,
1961,Såsom i en spegel,4.2,
1961,Viridiana,4.2,
1961,La notte,4.2,
1961,Accattone,4.1,
1961,A Taste of Honey,4,
1961,The Innocents,4,
1961,Divorzio all'italiana,4,
1961,"One, Two, Three",4,
1961,Judgment at Nuremberg,4,
1961,Une femme est une femme,4,
1961,Katok i skripka,3.9,
1961,Blast of Silence,3.9,
1961,Breakfast at Tiffany's,3.9,
1961,The Hustler,3.9,
1961,A Raisin in the Sun,3.8,
1961,King of Kings,3.7,
1961,King of Kings,3.7,
1961,El Cid,3.6,
1961,West Side Story,3.5,
1961,One Hundred and One Dalmatians,3.3,
1961,One Hundred and One Dalmatians,3.3,
1961,The Deadly Companions,3.2,
1961,The AbsentMinded Professor,3.2,
1961,Pocketful of Miracles,0,
1961,The Comancheros,0,
1961,Greyfriars Bobby: The True Story of a Dog,0,
1961,Barabba,0,
1961,Night Tide,0,
1961,Come September,0,
1961,Mr. Sardonicus,0,
1961,Splendor in the Grass,0,
1961,One-Eyed Jacks,0,
1961,"Atlantis, the Lost Continent",0,
1961,The Beast of Yucca Flats,0,
1961,The Errand Boy,0,
1961,Ningen no jôken,0,
1961,The Day the Earth Caught Fire,0,
1961,All in a Night's Work,0,
1961,The Guns of Navarone,0,
1961,Return to Peyton Place,0,
1961,Blue Hawaii,0,
1961,Lover Come Back,0,
1961,Mysterious Island,0,
1961,The Children's Hour,0,
1961,The Misfits,0,
1961,Pit and the Pendulum,0,
1961,Kohayagawa-ke no aki,0,
1961,Town Without Pity,0,
1961,Wild in the Country,0,
1961,Voyage to the Bottom of the Sea,0,
1961,The Devil at 4 O'Clock,0,
1962,Kozara,NULL,
1962,Ring of Terror,NULL,
1962,Seppuku,4.5,
1962,La jetée,4.4,
1962,Vivre sa vie: Film en douze tableaux,4.3,
1962,El ángel exterminador,4.3,
1962,Ivanovo detstvo,4.2,
1962,Tsubaki Sanjûrô,4.2,
1962,Jules et Jim,4.2,
1962,L'eclisse,4.2,
1962,Sanma no aji,4.2,
1962,Lawrence of Arabia,4.1,
1962,Cléo de 5 à 7,4,
1962,The Man Who Shot Liberty Valance,4,
1962,Le procès,4,
1962,The Manchurian Candidate,3.9,
1962,The Manchurian Candidate,3.9,
1962,Nóz w wodzie,3.9,
1962,The Manchurian Candidate,3.9,
1962,What Ever Happened to Baby Jane?,3.9,
1962,Advise & Consent,3.9,
1962,What Ever Happened to Baby Jane?,3.9,
1962,Long Day's Journey Into Night,3.9,
1962,To Kill a Mockingbird,3.8,
1962,Hatari!,3.7,
1962,Sweet Bird of Youth,3.7,
1962,Lolita,3.7,
1962,The Miracle Worker,3.7,
1962,Lolita,3.7,
1962,Carnival of Souls,3.5,
1962,Dr. No,3.5,
1962,Kingu Kongu tai Gojira,3.1,
1962,The Day of the Triffids,3,
1962,The Road to Hong Kong,0,
1962,Hell Is for Heroes,0,
1962,The Three Stooges in Orbit,0,
1962,Lonely Are the Brave,0,
1962,The 300 Spartans,0,
1962,All Night Long,0,
1962,The Legend of Lobo,0,
1962,Gypsy,0,
1962,Walk on the Wild Side,0,
1962,Cartouche,0,
1962,Girls! Girls! Girls!,0,
1962,Tales of Terror,0,
1962,The Brain That Wouldn't Die,0,
1962,The Counterfeit Traitor,0,
1962,Gay Purr-ee,0,
1962,That Touch of Mink,0,
1962,The Music Man,0,
1962,Birdman of Alcatraz,0,
1962,David and Lisa,0,
1962,The Three Stooges Meet Hercules,0,
1962,Mamma Roma,0,
1962,Ride the High Country,0,
1962,Experiment in Terror,0,
1962,Mr. Hobbs Takes a Vacation,0,
1962,Requiem for a Heavyweight,0,
1962,Chûshingura,0,
1962,How the West Was Won,0,
1962,Freud,0,
1962,Follow That Dream,0,
1962,Premature Burial,0,
1962,Gypsy,0,
1962,The Longest Day,0,
1962,In Search of the Castaways,0,
1962,Days of Wine and Roses,0,
1963,Fun in Acapulco,NULL,
1963,"""My Favorite Martian""",NULL,
1963,Nattvardsgästerna,4.3,
1963,Le feu follet,4.3,
1963,Tengoku to jigoku,4.3,
1963,8½,4.3,
1963,Il gattopardo,4.2,
1963,Yukinojô henge,4.2,
1963,Tystnaden,4.1,
1963,Le mépris,4.1,
1963,The Servant,4.1,
1963,Charade,4.1,
1963,Billy Liar,4,
1963,Hud,3.9,
1963,Irma la Douce,3.7,
1963,Le petit soldat,3.7,
1963,From Russia with Love,3.6,
1963,It's a Mad Mad Mad Mad World,3.6,
1963,The Birds,3.5,
1963,The Birds,3.5,
1963,The Cardinal,3.4,
1963,Cleopatra,3.4,
1963,Tom Jones,3.3,
1963,X,3.3,
1963,The Sword in the Stone,3.3,
1963,Dementia 13,3,
1963,The Great Escape,0,
1963,Son of Flubber,0,
1963,The Ugly American,0,
1963,The Wheeler Dealers,0,
1963,Donovan's Reef,0,
1963,McLintock!,0,
1963,"Ieri, oggi, domani",0,
1963,The Haunted Palace,0,
1963,Summer Holiday,0,
1963,Kaitei gunkan,0,
1963,Matango,0,
1963,La frusta e il corpo,0,
1963,The Raven,0,
1963,Mélodie en sous-sol,0,
1963,Jason and the Argonauts,0,
1963,It Happened at the World's Fair,0,
1963,Shock Corridor,0,
1963,4 for Texas,0,
1963,Spencer's Mountain,0,
1963,I tre volti della paura,0,
1963,The Wrong Arm of the Law,0,
1963,The Thrill of It All,0,
1963,The Courtship of Eddie's Father,0,
1963,Blood Feast,0,
1963,Lilies of the Field,0,
1964,The Disorderly Orderly,NULL,
1964,Tini zabutykh predkiv,4.4,
1964,Suna no onna,4.3,
1964,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,4.2,
1964,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,4.2,
1964,Soy Cuba,4.2,
1964,Bande à part,4.2,
1964,Soy Cuba,4.2,
1964,Les parapluies de Cherbourg,4.1,
1964,Il deserto rosso,4.1,
1964,Becket,4.1,
1964,Kaidan,4.1,
1964,Onibaba,4.1,
1964,Il vangelo secondo Matteo,4.1,
1964,The Night of the Iguana,3.9,
1964,La peau douce,3.9,
1964,A Hard Day's Night,3.9,
1964,Seven Days in May,3.9,
1964,Le journal d'une femme de chambre,3.8,
1964,Zulu,3.8,
1964,Gertrud,3.8,
1964,Per un pugno di dollari,3.8,
1964,My Fair Lady,3.7,
1964,What a Way to Go!,3.7,
1964,The Last Man on Earth,3.6,
1964,The Last Man on Earth,3.6,
1964,Goldfinger,3.6,
1964,Goldfinger,3.6,
1964,Man's Favorite Sport?,3.5,
1964,Mary Poppins,3.5,
1964,Behold a Pale Horse,3.4,
1964,Viva Las Vegas,3.4,
1964,"Kiss Me, Stupid",3.4,
1964,The Three Lives of Thomasina,0,
1964,Children of the Damned,0,
1964,The Moon-Spinners,0,
1964,The World of Henry Orient,0,
1964,Roustabout,0,
1964,Seance on a Wet Afternoon,0,
1964,The Incredible Mr. Limpet,0,
1964,Mosura tai Gojira,0,
1964,The Pawnbroker,0,
1964,The Tomb of Ligeia,0,
1964,The Masque of the Red Death,0,
1964,The Carpetbaggers,0,
1964,Bikini Beach,0,
1964,633 Squadron,0,
1964,Pajama Party,0,
1964,The Unsinkable Molly Brown,0,
1964,The Long Ships,0,
1964,Marnie,0,
1964,First Men in the Moon,0,
1964,Strait-Jacket,0,
1964,Sei donne per l'assassino,0,
1964,Fail-Safe,0,
1964,Black Like Me,0,
1964,7 Faces of Dr. Lao,0,
1964,The Americanization of Emily,0,
1964,Paris - When It Sizzles,0,
1964,Topkapi,0,
1964,A Shot in the Dark,0,
1964,Lady in a Cage,0,
1964,Alexis Zorbas,0,
1964,Send Me No Flowers,0,
1964,Father Goose,0,
1964,"Hush...Hush, Sweet Charlotte",0,
1964,Fail-Safe,0,
1964,The Naked Kiss,0,
1964,Robin and the 7 Hoods,0,
1964,Robinson Crusoe on Mars,0,
1964,Two Thousand Maniacs!,0,
1965,Campanadas a medianoche,4.3,
1965,Akahige,4.3,
1965,Rekopis znaleziony w Saragossie,4.2,
1965,Pierrot le fou,4.2,
1965,Repulsion,4,
1965,Giulietta degli spiriti,4,
1965,Per qualche dollaro in più,3.9,
1965,"Alphaville, une étrange aventure de Lemmy Caution",3.9,
1965,The Great Race,3.8,
1965,"Faster, Pussycat! Kill! Kill!",3.8,
1965,Help!,3.8,
1965,Doctor Zhivago,3.8,
1965,The Ipcress File,3.8,
1965,Bunny Lake Is Missing,3.7,
1965,Ship of Fools,3.6,
1965,The Sound of Music,3.6,
1965,The Cincinnati Kid,3.6,
1965,The Greatest Story Ever Told,3.5,
1965,Thunderball,3.4,
1965,It Happened Here,3.4,
1965,Major Dundee,3.3,
1965,Lord Jim,3.3,
1965,What's New Pussycat,3.3,
1965,Mirage,0,
1965,Shenandoah,0,
1965,Baby the Rain Must Fall,0,
1965,La decima vittima,0,
1965,A Thousand Clowns,0,
1965,Operation Crossbow,0,
1965,In Harm's Way,0,
1965,The Hallelujah Trail,0,
1965,A Charlie Brown Christmas,0,
1965,Le bonheur,0,
1965,The Sandpiper,0,
1965,Battle of the Bulge,0,
1965,Terrore nello spazio,0,
1965,A Patch of Blue,0,
1965,Village of the Giants,0,
1965,Harum Scarum,0,
1965,The Sons of Katie Elder,0,
1965,"Die, Monster, Die!",0,
1965,The Agony and the Ecstasy,0,
1965,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,0,
1965,The Bedford Incident,0,
1965,I pugni in tasca,0,
1965,Dr. Terror's House of Horrors,0,
1965,36 Hours,0,
1965,Dr. Goldfoot and the Bikini Machine,0,
1965,Obchod na korze,0,
1965,Morituri,0,
1965,Orgy of the Dead,0,
1965,I Saw What You Did,0,
1965,Viva Maria!,0,
1965,Beach Blanket Bingo,0,
1965,How to Stuff a Wild Bikini,0,
1965,How to Murder Your Wife,0,
1965,Irezumi ichidai,0,
1965,La decima vittima,0,
1965,Ten Little Indians,0,
1965,The Spy Who Came in from the Cold,0,
1965,Von Ryan's Express,0,
1965,Lásky jedné plavovlásky,0,
1965,King Rat,0,
1965,Cat Ballou,0,
1965,The Family Jewels,0,
1966,Arthur! And the Square Knights of the Round Table,NULL,
1966,"""Star Trek""",NULL,
1966,Masculin féminin: 15 faits précis,NULL,
1966,Andrey Rublyov,4.5,
1966,La battaglia di Algeri,4.4,
1966,Persona,4.4,
1966,La battaglia di Algeri,4.4,
1966,Au hasard Balthazar,4.2,
1966,Uccellacci e uccellini,4.1,
1966,Who's Afraid of Virginia Woolf?,4.1,
1966,The Endless Summer,4.1,
1966,Tanin no kao,4.1,
1966,"Il buono, il brutto, il cattivo.",4,
1966,Un homme et une femme,4,
1966,A Man for All Seasons,4,
1966,Blowup,4,
1966,Ostre sledované vlaky,4,
1966,Le roi de coeur,4,
1966,Cul-de-sac,3.8,
1966,La guerre est finie,3.8,
1966,The Naked Prey,3.8,
1966,This Property Is Condemned,3.8,
1966,Harper,3.6,
1966,The Fortune Cookie,3.6,
1966,The Russians Are Coming the Russians Are Coming,3.5,
1966,Fahrenheit 451,3.5,
1966,You're a Big Boy Now,3.3,
1966,Fantastic Voyage,3.3,
1966,Dracula: Prince of Darkness,3.3,
1966,Torn Curtain,3.3,
1966,Batman,3,
1966,Batman,3,
1966,Der junge Törless,0,
1966,Walk Don't Run,0,
1966,Nevada Smith,0,
1966,Paris brûle-t-il?,0,
1966,Georgy Girl,0,
1966,Thunderbirds Are GO,0,
1966,Duel at Diablo,0,
1966,Return of the Seven,0,
1966,The Plague of the Zombies,0,
1966,The Blue Max,0,
1966,The Rare Breed,0,
1966,The Sand Pebbles,0,
1966,Our Man Flint,0,
1966,Funeral in Berlin,0,
1966,The Glass Bottom Boat,0,
1966,Morgan: A Suitable Case for Treatment,0,
1966,"What's Up, Tiger Lily?",0,
1966,A Funny Thing Happened on the Way to the Forum,0,
1966,"Die Nibelungen, Teil 1 - Siegfried",0,
1966,The Silencers,0,
1966,Alvarez Kelly,0,
1966,"Gojira, Ebirâ, Mosura: Nankai no daiketto",0,
1966,Hawaii,0,
1966,Da zui xia,0,
1966,Erogotoshi-tachi yori: Jinruigaku nyûmon,0,
1966,Dai-bosatsu tôge,0,
1966,Born Free,0,
1966,The Trouble with Angels,0,
1966,Lord Love a Duck,0,
1966,"Follow Me, Boys!",0,
1966,One Million Years B.C.,0,
1966,The Wild Angels,0,
1966,The Ugly Dachshund,0,
1966,How to Steal a Million,0,
1966,Arabesque,0,
1966,The Ghost and Mr. Chicken,0,
1966,"It's the Great Pumpkin, Charlie Brown",0,
1966,Caccia alla volpe,0,
1966,Khartoum,0,
1966,Tôkyô nagaremono,0,
1966,Cast a Giant Shadow,0,
1966,The Chase,0,
1966,Modesty Blaise,0,
1967,Marat/Sade,NULL,
1967,Play Time,4.3,
1967,Dont Look Back,4.2,
1967,Titicut Follies,4.2,
1967,Mouchette,4.2,
1967,Cool Hand Luke,4.1,
1967,Jôi-uchi: Hairyô tsuma shimatsu,4.1,
1967,Cool Hand Luke,4.1,
1967,Belle de jour,4,
1967,"Horí, má panenko",3.9,
1967,In the Heat of the Night,3.9,
1967,Les demoiselles de Rochefort,3.9,
1967,La collectionneuse,3.9,
1967,The Dirty Dozen,3.8,
1967,In Cold Blood,3.8,
1967,The Flim-Flam Man,3.8,
1967,"To Sir, with Love",3.8,
1967,In Cold Blood,3.8,
1967,2 ou 3 choses que je sais d'elle,3.8,
1967,Dance of the Vampires,3.8,
1967,The Happiest Millionaire,3.8,
1967,Guess Who's Coming to Dinner,3.7,
1967,Bonnie and Clyde,3.7,
1967,Barefoot in the Park,3.7,
1967,Quatermass and the Pit,3.7,
1967,The Graduate,3.7,
1967,Jag är nyfiken - en film i gult,3.6,
1967,The President's Analyst,3.6,
1967,The Jungle Book,3.5,
1967,The Jungle Book,3.5,
1967,The Jungle Book,3.5,
1967,You Only Live Twice,3.4,
1967,The Gnome-Mobile,3.4,
1967,I Call First,3.4,
1967,How I Won the War,3.3,
1967,In Like Flint,3.3,
1967,Divorce American Style,3.2,
1967,Rough Night in Jericho,3.1,
1967,Billion Dollar Brain,3.1,
1967,Hells Angels on Wheels,3,
1967,A Countess from Hong Kong,0,
1967,Reflections in a Golden Eye,0,
1967,Wait Until Dark,0,
1967,They Came from Beyond Space,0,
1967,The Born Losers,0,
1967,The Reluctant Astronaut,0,
1967,The War Wagon,0,
1967,I'll Never Forget What's'isname,0,
1967,Le samouraï,0,
1967,"Charlie, the Lonesome Cougar",0,
1967,Clambake,0,
1967,Two for the Road,0,
1967,The Taming of the Shrew,0,
1967,How to Succeed in Business Without Really Trying,0,
1967,Fathom,0,
1967,The Night of the Generals,0,
1967,Thoroughly Modern Millie,0,
1967,Kaijûtô no kessen: Gojira no musuko,0,
1968,Winnie the Pooh and the Blustery Day,NULL,
1968,Il grande silenzio,NULL,
1968,C'era una volta il West,4.3,
1968,The Lion in Winter,4.1,
1968,If....,4.1,
1968,Monterey Pop,4.1,
1968,Teorema,4,
1968,Skammen,4,
1968,The Killing of Sister George,4,
1968,Baisers volés,4,
1968,Vargtimmen,3.9,
1968,Where Eagles Dare,3.8,
1968,Bullitt,3.8,
1968,The Swimmer,3.8,
1968,Night of the Living Dead,3.7,
1968,Night of the Living Dead,3.7,
1968,La mariée était en noir,3.7,
1968,Funny Girl,3.7,
1968,Targets,3.7,
1968,The Devil Rides Out,3.7,
1968,2001: A Space Odyssey,3.7,
1968,Lebenszeichen,3.6,
1968,Wild in the Streets,3.6,
